address	unit	tw07_name	tw07_file	line	score	conf	evidence
8005BE10	Swing	SW_vCheckForSwingBoost	Swing.c	5873	4	low	calls:1 EVENT_Trigger; size x1.4
8005BFC0	Swing	SW_vClearBoosts	Swing.c	6110	6	low	callers:2 STATEFUNC_PlaceBallInit,STATEFUNC_PreSho; size x1.3
8005D188	Swing	GM_CanStartReplay	GameMode.c	1363	6	low	callers:2 GM_DoPostShotInHoleUI,STATEFUNC_Simulate; size x0.9
8005D44C	Swing	STATEFUNC_PreShotInit	stateFunc.c	541	24	med	calls:9 BreakLine_Reset,CameraController_SetCameraMode,CharacterStat; size x2.8
8005D7A0	Swing	CamAnimDebug_UpdateCamAnimRun	GoCamAnimDebug.c	3714	20	med	calls:5 Character_GetBallOnFingerPosition,GameEffects_BallUpdatesThi; size x1.4
8005DE20	Swing	STATEFUNC_PreShotExit	stateFunc.c	1040	4	low	calls:1 Mem_cpy; size x2.0
8005DED0	Swing	STATEFUNC_ShotSetupInit	stateFunc.c	1097	20	med	calls:5 CameraController_SetCameraMode,CharacterState_UpdateSKAState; size x1.7
8005E284	Swing	STATEFUNC_ShotSetupExit	stateFunc.c	1338	3	low	size x2.5; gap 2/2
8005E2F4	Swing	STATEFUNC_SwingInit	stateFunc.c	1364	20	med	calls:5 CameraController_SetCameraMode,Character_AlignShotWithTarget; size x1.6
8005E6F8	Swing	STATEFUNC_SwingUpdate	stateFunc.c	1550	20	med	calls:5 EVENT_Trigger,GM_BallHit,GM_CheckForShotChanges,GOLFERSTATE_; size x3.2
8005EB60	Swing	STATEFUNC_ReplaySwingInit	stateFunc.c	2088	24	med	calls:7 CameraController_SetCameraMode,CharacterState_AddSKABlendDat; size x1.8
8005EE38	Swing	STATEFUNC_ReplaySwingUpdate	stateFunc.c	2252	20	med	calls:5 CharacterState_AddSKABlendData,EVENT_Trigger,GOLFERSTATE_Swi; size x1.3
8005F088	Swing	STATEFUNC_ReplaySwingExit	stateFunc.c	2366	8	low	calls:2 EVENT_Trigger,GameEffects_SetSuperSlowMo; size x2.4
8005F110	Swing	STATEFUNC_ZoomInit	stateFunc.c	2400	4	low	calls:1 CameraController_SetCameraMode; size x2.9
8005F1B0	Swing	STATEFUNC_ZoomUpdate	stateFunc.c	2467	8	low	calls:2 EVENT_Trigger,GOLFERSTATE_Pop; size x3.5
8005F3F4	Swing	STATEFUNC_ZoomExit	stateFunc.c	2632	12	med	calls:3 CameraController_SetCameraMode,EVENT_Trigger,GOLFERSTATE_Get; size x2.1
8005F4B4	Swing	STATEFUNC_ElevatorInit	stateFunc.c	2686	4	low	calls:1 CameraController_SetCameraMode; size x1.0
8005F56C	Swing	STATEFUNC_ElevatorUpdate	stateFunc.c	2711	8	low	calls:2 EVENT_Trigger,GOLFERSTATE_Pop; size x1.7
8005F730	Swing	STATEFUNC_ElevatorExit	stateFunc.c	2776	8	low	calls:2 CameraController_SetCameraMode,GOLFERSTATE_GetPreviousState; size x1.0
8005F7D8	Swing	STATEFUNC_GreenInit	stateFunc.c	2803	6	low	calls:1 CameraController_SetCameraMode; size x0.8; gap 1/2
8005F840	Swing	STATEFUNC_GreenUpdate	stateFunc.c	2818	3	low	size x1.3; gap 2/2
8005F8D0	Swing	STATEFUNC_GreenExit	stateFunc.c	2836	8	low	calls:2 CameraController_SetCameraMode,GOLFERSTATE_GetPreviousState; size x1.0
8005F978	Swing	STATEFUNC_GreenWatchRollInit	stateFunc.c	2862	12	med	calls:3 CameraController_SetCameraMode,Mem_cpy,SW_vImpact; size x2.0
8005FA84	Swing	STATEFUNC_GreenWatchRollUpdate	stateFunc.c	2922	12	med	calls:3 GOLFERSTATE_Pop,GameEffects_BallUpdatesThisFrame,Physics_Sim; size x1.0
8005FCC8	Swing	STATEFUNC_GreenWatchRollExit	stateFunc.c	3078	12	med	calls:3 CameraController_SetCameraMode,GOLFERSTATE_GetPreviousState,; size x1.9
8005FE04	Swing	GameModeBloodGreenSome::ZoomUpdate	GameMode_BloodGreenSome.cpp	776	4	low	calls:1 GOLFERSTATE_Pop; size x3.0
8005FF30	Swing	GameModeBloodGreenSome::ZoomExit	GameMode_BloodGreenSome.cpp	823	4	low	calls:1 CameraController_SetCameraMode; size x1.3
8006014C	Swing	STATEFUNC_GreenReversePuttExit	stateFunc.c	3169	8	low	calls:2 CameraController_SetCameraMode,GOLFERSTATE_GetPreviousState; size x1.1
800601E8	Swing	STATEFUNC_GreenMorphInit	stateFunc.c	3197	6	low	calls:1 CameraController_SetCameraMode; size x0.8; gap 1/1
80060250	Swing	STATEFUNC_GreenMorphUpdate	stateFunc.c	3211	12	med	calls:3 BreakLine_Reset,Character_AlignShotWithTarget,GM_CheckForSho; size x1.6
80060474	Swing	STATEFUNC_GreenMorphExit	stateFunc.c	3272	8	low	calls:2 CameraController_SetCameraMode,GOLFERSTATE_GetPreviousState; size x1.1
8006055C	Swing	STATEFUNC_SimulateInit	stateFunc.c	3309	8	low	calls:2 CameraController_SetCameraMode,Mem_cpy; size x2.9
80060688	Swing	STATEFUNC_SimulateUpdate	stateFunc.c	3442	24	med	calls:6 GM_PlayerTakeMulligan,GM_PlayerTookShot,GM_SimulateBallMovem; size x3.8
80060B18	Swing	STATEFUNC_FadeToInTheHoleUpdate	stateFunc.c	4083	8	low	calls:2 Emotion_UpdatePlayerEmotion,Mem_cpy; size x3.3
80060BC4	Swing	STATEFUNC_InTheHoleUpdate	stateFunc.c	4147	7	low	calls:2 GM_DoPostShotInHoleUI,GolfCamera_CutToGolferDoneAnimatingCam; size x0.8
80060E18	Swing	STATEFUNC_ConcededInit	stateFunc.c	4211	4	low	calls:1 CameraController_SetCameraMode; size x1.1
80060EDC	Swing	STATEFUNC_ConcededUpdate	stateFunc.c	4236	4	low	calls:1 GM_DoPostShotInHoleUI; size x1.1
80060F00	Swing	STATEFUNC_FadeToShowYardageUpdate	stateFunc.c	4302	6	low	calls:2 Emotion_UpdatePlayerEmotion,Mem_cpy; size x6.0
80061408	Swing	STATEFUNC_ShowYardageExit	stateFunc.c	4830	6	low	calls:1 GM_BumpBallForObstructions; size x5.5; gap 1/2
80061458	Swing	STATEFUNC_FadeToTapInInit	stateFunc.c	4869	3	low	size x1.6; gap 2/2
80061548	Swing	STATEFUNC_FadeToTapInUpdate	stateFunc.c	4908	8	low	calls:2 GM_EndOfGolferTurn,GOLFERSTATE_Switch; size x2.1
800616AC	Swing	STATEFUNC_FadeToTapInExit	stateFunc.c	4981	3	low	size x1.0; gap 1/1
800616B0	Swing	STATEFUNC_TapInInit	stateFunc.c	4989	8	low	calls:2 Character_AlignShotWithTarget,GM_MovePlayerToBall; size x1.3
800617A8	Swing	STATEFUNC_TapInUpdate	stateFunc.c	5026	12	med	calls:3 CameraController_SetCameraMode,GOLFERSTATE_Switch,SW_vImpact; size x1.2
80061A54	Swing	STATEFUNC_RemoveBallInit	stateFunc.c	5214	16	med	calls:4 Character_SetPosition,Emotion_UpdatePlayerEmotion,Mem_cpy,Ph; size x2.1
80061B44	Swing	STATEFUNC_RemoveBallUpdate	stateFunc.c	5260	4	low	calls:2 CameraController_SetCameraMode,GM_DoPostShotInHoleUI; size x0.3
80061EFC	Swing	STATEFUNC_RemoveBallExit	stateFunc.c	5299	4	low	calls:1 Mem_cpy; size x1.3
80061FB0	Swing	STATEFUNC_WaitInit	stateFunc.c	5321	4	low	calls:1 CameraController_SetCameraMode; size x1.2
8006205C	Swing	STATEFUNC_InitialFlyByInit	stateFunc.c	5352	26	high	flt:1; calls:6 CameraController_SetCameraMode,Character_AlignShotWithTarget; size x2.0
80062364	Swing	STATEFUNC_InitialFlyByExit	stateFunc.c	5539	3	low	size x1.2; gap 1/1
80062424	Swing	STATEFUNC_MidHoleFlyByInit	stateFunc.c	5570	8	low	calls:2 EVENT_Trigger,GolfCamera_SetCameraMatrixMode; size x2.7
80062514	Swing	STATEFUNC_MidHoleFlyByUpdate	stateFunc.c	5632	4	low	calls:1 GOLFERSTATE_Pop; size x1.1
80062624	Swing	STATEFUNC_CameraDebugUpdate	stateFunc.c	5801	4	low	calls:1 CameraController_SetCameraMode; size x2.9
800626EC	Swing	STATEFUNC_PlaceBallInit	stateFunc.c	5899	26	high	flt:1; calls:6 CameraController_SetCameraMode,Character_AlignShotWithTarget; size x2.4
80062900	Swing	STATEFUNC_PlaceBallUpdate	stateFunc.c	6039	16	med	calls:4 EVENT_Trigger,GOLFERSTATE_Switch,Physics_DropBall,PlaceBall_; size x2.1
80062F38	GoCamCont	CameraController_Idle	GoCamCont.c	206	24	med	calls:9 GolfCamera_ProcessBallFlightCamera,GolfCamera_ProcessGreenZo; size x3.3
800632E4	GoCamCont	CameraController_SetCameraMode	GoCamCont.c	670	36	high	calls:14 GolfCamera_InitBallFlightCamera,GolfCamera_InitElevatorCamer; callers:26 GM_EndOfGolferTurn_GameFinished,GO_vInit; size x2.6
80063920	GoCamCont	CameraController_CameraCollision	GoCamCont.c	1219	8	low	calls:2 CamScript_PutBackOnFairway,GOLFERSTATE_GetCurrentState; size x1.4
80063B98	GoCamCont	CameraController_FadeIn	GoCamCont.c	1298	10	med	callers:8 GolfCamera_InitHeartBeatCamera,GolfCamer; size x0.5
80063BF4	GoCamCont	CameraController_FadeOut	GoCamCont.c	1314	10	med	callers:4 GolfCamera_ProcessHeartBeatCamera,STATEF; size x0.5
80063C90	GoCamCont	CameraController_IsFadeOutDone	GoCamCont.c	1347	6	low	callers:2 GM_DoPostShotInHoleUI,STATEFUNC_GreenWat; size x2.1
80063CBC	GoCamCont	CameraController_IsFadeOn	GoCamCont.c	1362	2	low	size x0.7; gap 1/1
8006421C	GoCamCont	CameraController_ShakeCamera	GoCamCont.c	1648	5	low	flt:1; callers:1 CameraController_Idle; size x2.1
800642D0	GoCamCont	CameraController_FreezeCurrentCamera	GoCamCont.c	1689	6	low	flt:1; calls:1 CameraScript_InterpToNewScript; size x1.7
80064A0C	GoStaticCam	GameModeSkillZoneTarget::CheckShotAwards	GameMode_SkillZoneTarget.cpp	293	8	low	calls:2 sprintf,strcpy; size x2.1
80064E2C	GoStaticCam	StaticCam_Init	GoStaticCam.c	344	5	low	file:gostaticcam.c; callers:1 GO_vInitIG; size x3.4
80064E74	GoStaticCam	StaticCam_DeInit	GoStaticCam.c	363	3	low	size x1.8; gap 1/2
80064EA4	GoStaticCam	StaticCam_Reset	GoStaticCam.c	380	2	low	size x0.6; gap 2/2
80064F54	GoStaticCam	StaticCam_ProcessScript	GoStaticCam.c	400	8	low	callers:3 CamScript_RunFEScript,CamScript_RunFlyby; size x4.4
80064F7C	GoStaticCam	StaticCam_ChooseScript	GoStaticCam.c	429	16	med	calls:1 Misc_RandFunc; callers:4 GolfCamera_CutToGolferDoneAnimatingCam,G; size x2.8
8006509C	GoStaticCam	StaticCam_GetFlyByCam	GoStaticCam.c	738	6	low	callers:2 GolfCamera_InitPostShotCamera,GolfCamera; size x1.4
80067074	event	EVENT_Trigger	event.c	1211	10	low	callers:31 CharacterState_AddSKABlendData,Character; size x6.7
80067B80	target	TARGET_Init	Target.c	139	31	high	str:2 'shadow'; flt:6; callers:1 GO_vInitIG; size x1.0
80067DAC	target	TARGET_RenderBallTarget	Target.c	261	3	low	size x1.6; gap 1/1
800689D4	target	TARGET_SetupTarget	Target.c	794	10	med	flt:2; callers:2 GM_CheckForShotChanges,STATEFUNC_ShotSet; size x1.6
80068AA8	target	TARGET_ResetMomentums	Target.c	831	9	low	callers:3 STATEFUNC_PreShotInit,STATEFUNC_ShotSetu; size x2.9
80068AC8	target	TARGET_UpdateMomentums	Target.c	911	10	med	calls:1 Character_AlignShotWithTarget; callers:2 GM_CheckForShotChanges,STATEFUNC_ZoomUpd; size x1.9
80069218	target	PlaceBall_IsValidDropLocation	Target.c	1260	23	high	calls:5 Ter_CheckObjectAndHazardObstruction,Ter_GetSupportingGroundD; callers:1 PlaceBall_UpdateMomentums; size x1.5
80069330	target	PlaceBall_Set	Target.c	1305	10	med	flt:2; callers:2 PlaceBall_UpdateMomentums,STATEFUNC_Plac; size x2.0
800693A4	target	PlaceBall_ResetMomentums	Target.c	1336	7	low	calls:1 PlaceBall_IsValidDropLocation; callers:1 STATEFUNC_PlaceBallInit; size x1.8
80069428	target	PlaceBall_CheckInBounds	Target.c	1357	11	med	calls:2 Ter_PointInOOBNetwork,Ter_iNumOOBNetworksLoaded; callers:1 PlaceBall_UpdateMomentums; size x1.5
80069498	target	PlaceBall_GetPlaceBallNetwork	Target.c	1382	6	low	callers:1 CamScript_CheckOutOfBounds; size x3.0; gap 1/1
800694A0	target	PlaceBall_UpdateMomentums	Target.c	1387	11	med	calls:2 PlaceBall_IsValidDropLocation,Ter_GetSupportingWorldMaterial; callers:1 STATEFUNC_PlaceBallUpdate; size x1.5
80069CDC	target	PlaceBall_RenderBallTarget	Target.c	1722	4	low	calls:1 Ter_PointInOOBNetwork; size x1.5
8006A6C4	target	PlaceBall_SetupTarget	Target.c	2191	15	med	flt:6; calls:1 atan2f; callers:1 STATEFUNC_PlaceBallInit; size x1.6
8006AA9C	emotion	Emotion_GetPredictedEmotionAnimationType	Emotion.c	107	9	low	callers:3 GM_ChooseRemoveBallState,GM_ShowPostShot; size x2.0
8006AAB4	emotion	Emotion_SetAnimationType	Emotion.c	121	6	low	callers:1 GM_ChooseRemoveBallState; size x1.2; gap 1/2
8006ACE0	emotion	Emotion_SetPredictedAnimationType	Emotion.c	176	3	low	size x2.0; gap 2/2
8006ACF8	emotion	Emotion_PostBallEvent	Emotion.c	187	6	low	callers:2 STATEFUNC_SimulateInit,STATEFUNC_SwingIn; size x1.3
8006AD68	emotion	Emotion_UpdatePlayerEmotion	Emotion.c	238	20	high	calls:2 EVENT_Trigger,GOLFERSTATE_GetCurrentState; callers:5 GM_CheckForShotChanges,STATEFUNC_PlaceBa; size x2.1
8006B2C4	emotion	Emotion_PostShotUpdate	Emotion.c	483	6	low	callers:2 GM_SimulateBallMovement,STATEFUNC_Simula; size x0.9
8006B57C	emotion	Emotion_BallHitUpdate	Emotion.c	1225	6	low	flt:3; size x1.5
8006BED4	Replay	REPLAY_InitModule	Replay.c	96	4	low	file:replay.c; callers:1 GO_vInitIG; size x4.5
8006BF20	Replay	REPLAY_CloseModule	Replay.c	118	3	low	size x1.8; gap 1/2
8006BF4C	Replay	REPLAY_Init	Replay.c	127	3	low	size x1.4; gap 2/2
8006BF60	Replay	REPLAY_Save	Replay.c	137	9	low	calls:1 Mem_cpy; callers:2 GameModeReplay_SetupNextGolfer,SW_vImpac; size x0.7
8006C300	Replay	REPLAY_Play	Replay.c	338	13	med	calls:1 Mem_cpy; callers:3 GM_DoPostShotInHoleUI,STATEFUNC_Simulate; size x1.9
8006C4A0	Replay	REPLAY_Stop	Replay.c	422	6	low	callers:2 GM_PlayerTakeMulligan,STATEFUNC_Simulate; size x1.2
8006C4C0	Replay	REPLAY_Restore	Replay.c	434	7	low	calls:1 Mem_cpy; callers:1 GM_PlayerTakeMulligan; size x1.7
8006C720	gomainloop	GO_vOpenONCE	GoMainLoop.c	396	4	low	calls:1 GOLFERSTATE_OpenONCE; size x3.2
8006C770	gomainloop	GO_vCloseONCE	GoMainLoop.c	521	2	low	size x4.5; gap 1/1
8006C7A8	gomainloop	GO_vInitModules	GoMainLoop.c	571	6	low	callers:2 GO_vInitFE,GO_vInitIG; size x3.4
8006C9EC	gomainloop	GO_vInitFE	GoMainLoop.c	1266	16	med	calls:4 CA_spCreateCamera,CameraController_SetCameraMode,CameraTunin; size x2.1
8006CBDC	gomainloop	GO_vInitIG	GoMainLoop.c	1663	23	med	calls:6 BFX_vInit,CA_spCreateCamera,CameraTuning_Init,GR_vInit,TARGE; size x4.9
8006CDC4	gomainloop	GO_vCloseIG	GoMainLoop.c	2122	3	low	size x2.5; gap 1/1
8006CEFC	gomainloop	GO_vInitStartup	GoMainLoop.c	2337	8	low	calls:2 CA_spCreateCamera,CameraController_SetCameraMode; size x2.3
8006D1C0	gomainloop	SetDPadAnalogEmulationFlag	GoMainLoop.c	4053	4	low	calls:1 GOLFERSTATE_GetCurrentState; size x2.2
8006D8E8	gomainloop	GO_vRunMainLoop	GoMainLoop.c	4650	7	low	calls:2 EVENT_Trigger,GM_Update; size x4.1
8006E1C8	GoFrameBuf	FB_spCreateFrameBuffer	GoFrameBuf.c	125	7	low	file:goframebuf.c; callers:2 GO_vInitFE,GO_vInitIG; size x5.2
80072ACC	animblender	AptActionInterpreter::cbCallMethod_escape	AptActionInterpreter.cpp	962	4	low	calls:1 memcpy; size x2.4
8007326C	animblender	SKATime_UnPause	AnimBlender.c	681	6	low	callers:2 STATEFUNC_PreShotInit,STATEFUNC_SwingIni; size x1.0
800732B8	animblender	SKATime_SetTime	AnimBlender.c	694	6	low	flt:3; size x1.7
800754C0	LLVideo	TExternArray<UICourseItem>::vSetNbrElems	UI_Helpers.h	141	4	low	calls:1 memcpy; size x1.7
800763BC	GoCamera	CA_vUpdateInternalFieldOfViewData	GoCamera.c	107	4	low	flt:2; size x1.2
80076400	GoCamera	CA_spCreateCamera	GoCamera.c	118	9	low	file:gocamera.c; callers:3 GO_vInitFE,GO_vInitIG,UI_Obj_InitModule; size x6.1
80076ACC	GoViewport	VM_spCreateViewport	GoViewport.c	125	8	low	file:goviewport.c; callers:2 GO_vInitFE,GO_vInitIG; size x3.7
800775BC	FE_Manager	FE_CharBios_LoadBIOfromStream	FE_Manager.c	123	4	low	calls:1 Mem_cpy; size x1.6
80077808	FE_Manager	FE_TransferUserStatsToGolferStats	FE_Manager.c	264	4	low	calls:1 Mem_cpy; size x2.8
800779BC	FE_Manager	GolfCamera_SwitchToSlowHitCam	GoGolfCam.c	13036	4	low	calls:1 Mem_cpy; size x2.9
80078008	FE_Manager	FE_CrAP_IsItemLocked	FE_CrAPUtils.c	264	4	low	calls:1 GM_GetGameProgress; size x1.4
80078A2C	FE_Manager	FE_CrAP_RandomizeCategoryWithUndesirableTest	FE_CrAPUtils.c	777	8	low	calls:2 FE_CrAP_IsAssetUndesirable,Misc_RandFunc; size x1.3
80078B84	FE_Manager	FE_CrAP_IsCrazyHairColor	FE_CrAPUtils.c	823	10	med	str:1 'White'; size x1.2
80078C94	FE_Manager	FE_CrAP_IsCrazyHat	FE_CrAPUtils.c	841	24	high	str:2 'Hats'; calls:1 strstr; size x1.4
80078D24	FE_Manager	FE_CrAP_IsCrazyFaceHairColor	FE_CrAPUtils.c	853	10	med	str:1 'White'; size x1.2
80079664	FE_Manager	FE_CrAP_RandomizeAll	FE_CrAPUtils.c	1281	8	low	calls:2 FE_CrAP_TurnOnPart,Misc_RandFunc; size x1.2
8007975C	FE_Manager	CSpectatorBehavior::DuckFromBall	spectatorBehavior.cpp	168	4	low	calls:1 Misc_RandFunc; size x1.6
800797E0	FE_Manager	CSpectatorBehavior::Walk	spectatorBehavior.cpp	236	4	low	calls:1 Misc_RandFunc; size x1.1
80079974	FE_Manager	FE_CrAP_SetDefaultsByAge	FE_CrAPUtils.c	1481	4	low	calls:1 FE_CrAP_TurnOnPart; size x1.9
8007BE28	FE_MessageTable	CreateJobTypeFromBin	managerplat.cpp	367	7	low	calls:2 strcmp,strlen; size x4.0
8007D160	FE_MessageTable	SetDrive	Path.cpp	225	4	low	calls:1 strcpy; size x2.6
8007D1A4	FE_MessageTable	SetDir	Path.cpp	231	8	low	calls:2 strcpy,strlen; size x1.2
8007FF8C	FE_MessageTable	Alloc	system.cpp	1651	4	low	calls:1 sprintf; size x2.0
800838C4	FE_MessageTable	GenericActor_GetActor	GenericActor.cpp	1065	4	low	calls:1 strcmp; size x2.2
80083A4C	FE_MessageTable	DumpCurrentJobs	managerplat.cpp	2886	4	low	calls:1 strcpy; size x3.3
80084D6C	FE_MessageTable	SetName	Path.cpp	250	8	low	calls:2 strcpy,strlen; size x1.3
80084DF4	FE_MessageTable	SetExt	Path.cpp	255	8	low	calls:2 strcpy,strlen; size x1.3
8008A468	GameUICommands	core::VerifyCommandsExecutingHelper	system.cpp	1735	4	low	calls:1 strcpy; size x2.5
8008E468	FEgolferanim	LuaWatch	tiger_module_lua_watch.h	26	5	low	calls:2 strcpy,strncpy; size x0.4
8008E724	FEgolferanim	QueueTransferData	tiger_module_com.cpp	325	4	low	calls:1 strncpy; size x3.0
8008E960	FEgolferanim	QueueTransferMessage	tiger_module_com.cpp	390	4	low	calls:1 strncpy; size x2.6
8008EEB8	uiLoadFile	StreamManagerHole::StreamFiles	StreamManagerHole.cpp	85	10	low	str:1 'frontend'; size x3.8
800907AC	uiProcessInterface	LuaParseValue	tiger_module_lua.cpp	949	8	low	calls:2 sprintf,strlen; size x2.2
80091EE8	fe_movies	GM_PgaTourSim_AdjustUserScoreForSimmedRound	PGATourSimulation.c	5880	4	low	calls:1 Misc_RandFunc; size x2.0
80093A80	goballfx	BFX_vInit	GoBallFX.c	47	13	med	str:1 'marker'; callers:1 GO_vInitIG; size x2.0
80093AE0	goballfx	BFX_vRender	GoBallFX.c	57	6	low	flt:3; size x0.9
80095B4C	CharAnim	CharacterState_AddSKABlendData	char_State.c	229	20	med	flt:2; calls:1 EVENT_Trigger; callers:4 CharacterState_SetTapInState,CharacterSt; size x1.0
80096338	CharAnim	FE_CrAP_RandomizeCrAPCategoryInOneSubcategory	FE_CrAPUtils.c	1333	4	low	calls:1 Misc_RandFunc; size x2.0
800965DC	CharAnim	CharacterState_SetTapInState	char_State.c	445	14	med	flt:2; calls:1 CharacterState_AddSKABlendData; callers:2 CharacterState_UpdateSKAState,STATEFUNC_; size x0.9
80096690	CharAnim	CharacterState_UpdateSKAState	char_State.c	481	33	high	calls:7 CharacterState_AddSKABlendData,CharacterState_SetTapInState,; callers:3 Character_UpdateAnimation,STATEFUNC_PreS; size x1.1
800977F8	GoCamTuningVars	CameraTuning_Init	GoCamTuningVars.c	381	16	med	flt:38; file:gocamtuningvars.c; callers:2 GO_vInitFE,GO_vInitIG; size x1.5
8009B630	GoGreenGrid	GR_vInit	GoGreenGrid.c	190	5	low	file:gogreengrid.c; callers:1 GO_vInitIG; size x3.6
8009BE08	GoGreenGrid	GR_vInitForHole	GoGreenGrid.c	383	4	low	calls:1 Ter_GetSupportingGroundData; size x2.7
8009C0BC	GoGreenGrid	GR_BuildGridRenderData	GoGreenGrid.c	1108	6	low	flt:1; calls:1 GOLFERSTATE_GetCurrentState; size x1.8
8009C914	GoGreenGrid	GR_UpdateGreenGrid	GoGreenGrid.c	1219	4	low	calls:1 GOLFERSTATE_GetCurrentState; size x2.4
8009E544	MC_Gc	SetProgramData	RNAFX.cpp	1135	4	low	calls:1 memcpy; size x1.1
8009E758	MC_Gc	GM_PgaTourSim_ChangeGuests	PGATourSimulation.c	1757	4	low	calls:1 strcmp; size x1.9
8009F0F0	MC_Gc	AddBreakpoint	tiger_module_lua.cpp	734	4	low	calls:1 memcpy; size x2.6
8009F3D4	MC_Gc	Load	RNAFX.cpp	1148	4	low	calls:1 memcpy; size x1.4
8009F514	MC_Gc	FindConstant	RNAFX.cpp	1413	4	low	calls:1 strcmp; size x1.6
8009F5E4	MC_Gc	FindConstantIndex	RNAFX.cpp	1425	4	low	calls:1 strcmp; size x1.2
8009FCFC	MC	MC_LoadOptionsFromFirstCardFound	MC.c	482	4	low	calls:1 Mem_cpy; size x1.4
800A0230	MC	MC_LoadOptions	MC.c	619	4	low	calls:1 Mem_cpy; size x1.6
800A0C6C	MC	MC_SaveOptions	MC.c	719	4	low	calls:1 Mem_cpy; size x2.0
800A0E6C	MC	MC_LoadUser	MC.c	1273	4	low	calls:1 Mem_cpy; size x1.5
800A1164	MC	MC_SaveUser	MC.c	1470	4	low	calls:1 Mem_cpy; size x2.4
800A13E8	MC	MC_LoadLastUser	MC.c	1728	4	low	calls:1 Mem_cpy; size x2.4
800A1590	MC	MC_GetUser	MC.c	1988	4	low	calls:1 Mem_cpy; size x1.5
800A1758	MC	MC_GetNumOptions	MC.c	2088	3	low	size x1.2; gap 1/1
800A178C	MC	MC_RefreshMCUserInfo	MC.c	2110	4	low	calls:1 Mem_cpy; size x2.2
800A1D4C	MC	MC_LoadEAGameListfromStream	MC.c	2720	3	low	size x3.0; gap 1/1
800A1F6C	MC	sfReplaceInString	SafeString.cpp	81	8	low	calls:2 strlen,strncmp; size x1.9
800A29B4	PsMgr	XMLRPC_Unescape	xmlrpc.c	330	12	med	calls:3 sscanf,strchr,strlen; size x1.9
800A4E34	GameAudio	Gaud_InitFE	GameAudio.c	2443	5	low	flt:1; callers:1 GO_vInitFE; size x1.0
800A573C	GameAudio	Gaud_UpdtSwing	GameAudio.c	3201	6	low	callers:2 STATEFUNC_ReplaySwingUpdate,STATEFUNC_Sw; size x1.6
800A5980	GameAudio	Gaud_SwingBallHit	GameAudio.c	3491	9	low	callers:3 STATEFUNC_ReplaySwingUpdate,STATEFUNC_Sw; size x2.2
800A5EC0	GameAudio	Gaud_PlayCrowdHitComment	GameAudio.c	4698	4	low	calls:1 Misc_RandFunc; size x1.6
800A9D7C	hlaudtrack	Trk_FreePerf	HLAudTrack.c	453	4	low	calls:1 Stm_Exit; size x1.7
800A9E7C	hlaudtrack	Trk_UpdatePerf	HLAudTrack.c	514	3	low	size x1.7; gap 1/4
800AA0D8	hlaudtrack	Trk_Start	HLAudTrack.c	612	3	low	size x2.4; gap 2/4
800AA118	hlaudtrack	Trk_Stop	HLAudTrack.c	630	3	low	size x1.7; gap 3/4
800AA1B8	hlaudtrack	Trk_StopAllVoices	HLAudTrack.c	662	6	low	callers:1 Stm_SetStream; size x1.6; gap 4/4
800AA2A4	hlaudtrack	Trk_Tick	HLAudTrack.c	715	4	low	calls:1 Stm_Tick; size x2.8
800AB3A4	hlaudtrackstm	CheckQueue	HLAudTrackStm.c	66	11	med	calls:2 Stm_SetPlayList,Stm_SetStream; callers:1 Stm_Tick; size x2.7
800AB428	hlaudtrackstm	StartStreamVoices	HLAudTrackStm.c	108	6	low	callers:2 Stm_Start,Stm_Tick; size x1.0
800AE1F8	uiobject	UI_Obj_InitModule	uiObject.c	116	35	high	str:2 'ring'; flt:5; calls:1 CA_spCreateCamera; callers:1 GO_vInitIG; size x2.2
800AE3F8	uiobject	UI_Obj_RenderBoostUI	uiObject.c	364	10	med	flt:3; calls:1 GameEffects_GetLetterboxHeight; size x1.3
800B34F0	GoComicCam	ComicCam_InitComicCam	GoComicCam.c	87	5	low	file:gocomiccam.c; callers:1 GO_vInitIG; size x3.9
800B352C	GoComicCam	ComicCam_CloseComicCam	GoComicCam.c	97	3	low	size x1.8; gap 1/1
800B3550	GoComicCam	ComicCam_StartComicCam	GoComicCam.c	102	16	med	calls:4 CameraScript_InterpToNewScript,CameraScript_WillGolferBeOccl; size x1.0
800B3F9C	GoComicCam	ComicCam_Init3ScreenMode	GoComicCam.c	510	11	med	flt:9; callers:1 ComicCam_StartComicCam; size x1.1
800B4108	GoComicCam	ComicCam_Init9ScreenRapidMode	GoComicCam.c	557	15	med	flt:4; calls:1 Misc_RandFunc; callers:1 ComicCam_StartComicCam; size x1.0
800B4818	GoComicCam	ComicCam_IsComicCamOver	GoComicCam.c	677	3	low	size x1.6; gap 1/2
800B4908	GoComicCam	ComicCam_IsScreenFrozen	GoComicCam.c	723	3	low	size x2.3; gap 2/2
800B4E28	GoShaderObject_Rain_Gc	Create	RNATexturePlat.cpp	139	4	low	calls:1 memset; size x1.6
800BB0E8	SitDevFile	GM_InitForHole_SitDev	GameMode.c	458	4	low	calls:1 EVENT_Trigger; size x1.6
800BB7AC	SitDevFile	GM_PgaTourSim_OutputAllEntrants	PGATourSimulation.c	526	4	low	calls:1 strcmp; size x1.8
800BCF84	SitDevFile	Physics_CalcClubImpact	Physics.c	5926	4	low	calls:1 Misc_RandFunc; size x1.5
